created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Oct 03 23:57:59 +0000 2023;1709357158377390520;"@bd_baskoro Rating itu tidak bisa dibikin begitu saja, tapi di nilai dari semua aspek Dan penilainya itu masyarakat dunia, hasil kinerja, tingkah laku, sosial politik, dan kepentingan rakyat.  Ini rempang mau di kosong Wadas jg bgt Pemimpin model apa itu";0;0;0;1;in;1376172927679221766;1709319477626802187;DayangIndah4;https://twitter.com/DayangIndah4/status/1709357158377390520
Tue Oct 03 23:55:29 +0000 2023;1709356528128700751;"Investasi Pabrik kaca China di Rempang itu, hanya modus perampasan tanah adat bangsa Melayu";0;0;0;0;in;1171326344359079937;1709356528128700751;mhbmuhib17;https://twitter.com/mhbmuhib17/status/1709356528128700751
Tue Oct 03 23:54:39 +0000 2023;1709356320128983054;"bb palingbnyk 43,5 kg itupun proses naikin ny 3 tahun.  . . sakit baru 5 hari  turun 2,5 kg 🥺 dahlah . . 🙇🏼‍♀ #EmakHiLma  rempang gempa Gen z sukabumi Limpo Amanda manopo prabowo pdi kaesang Ganjar anies jokowi jessica mirna gibran whoosh";0;0;0;2;in;1317084070468177920;1709356320128983054;NurilHiLma2022;https://twitter.com/NurilHiLma2022/status/1709356320128983054
Tue Oct 03 23:54:13 +0000 2023;1709356210531807251;"@never_alonely Pahlawan dihati masyarakat Rempang dan masyarakat indoneaia yg tdk setuju akan penggusuran sewenang wenang";0;0;0;0;in;1694711483811426304;1709253660382032041;haidar_arash68;https://twitter.com/haidar_arash68/status/1709356210531807251
Tue Oct 03 23:49:39 +0000 2023;1709355059350548951;"Ahmad Doli Kurnia Nilai Sinkronisasi Terpadu Diperlukan Dalam Penyelesaian Masalah di Rempang https://t.co/S8UvbjsFao #golkar #golkarpedia #airlanggahartarto #golkarindonesia #golkaronsosmed #partaigolkar #kuningkeren #sayagolkar https://t.co/SX92i1WjAa";0;0;1;1;in;1593171387057049600;1709355059350548951;squadgolkar;https://twitter.com/squadgolkar/status/1709355059350548951
Tue Oct 03 23:48:41 +0000 2023;1709354818706551264;"Mantan istri bongkar aib Panglima Pajaji yang mencari panggung di Kasus Rempang.   #RempangEcoCity   https://t.co/6NsFklASMO";1;5;2;4;in;1586293278655205376;1709354818706551264;boyam3807;https://twitter.com/boyam3807/status/1709354818706551264
Tue Oct 03 23:48:33 +0000 2023;1709354786339131524;"@hc_poirot Dimarahin  karena  apa nie? Karena  gak sukses  mengusir  warga rempang Kah ?";0;0;0;0;in;1377046264294957058;1709105119969817063;54h4b4tl4m4;https://twitter.com/54h4b4tl4m4/status/1709354786339131524
Tue Oct 03 23:47:49 +0000 2023;1709354598442602552;"@HusinShihab Husni, ga usah jauh2. Jawab dulu ini, pemerintah lewat Mentri Bahlil bilang proyek di Rempang sudah melakukan uji Amdal tetapi faktanya amdal baru mau dibahas. Ini kebohongan lho. Apa yg Anies sampaikan sudah media atau Jurnalis sampaikan juga. Pahami hoax itu apa. TOLOL";0;0;0;5;in;1627613239508074497;1709211422042071498;dehery13;https://twitter.com/dehery13/status/1709354598442602552
Tue Oct 03 23:45:59 +0000 2023;1709354138717528213;"@tvOneNews Ayolah pak @ListyoSigitP, pemerintah sdh mengaku salah. Kesalahan pemerintah ini yg membuat rakyat Rempang marah karena tdk ada dasar @DivHumas_Polri utk bertindak represif. Pihak @bp_batam tdk punya HPL, tdk ada AMDAL &amp  investornya ga jelas &amp  punya rekam jejak yg kurang baik...";0;0;0;1;in;2800831814;1709328515026591796;raetse;https://twitter.com/raetse/status/1709354138717528213
Tue Oct 03 23:45:50 +0000 2023;1709354101824483449;"Si @YaqutCQoumas ini kata suami saya seangkatan sama adik suami saya. Tapi suami dan adik suami, di SMA 1 Rembang, Yaqut SMA 2 nya. Disana bagusan SMA 1 nya daripada SMA 2 ya, ya gak Qut? 😁";0;0;0;1;in;485385284;1709354101824483449;ronavioleta;https://twitter.com/ronavioleta/status/1709354101824483449
